experiment_name,cumulative_return,benchmark_cumulative_return,excess_cumulative_return_pct_point,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,tracking_error,information_ratio,correlation,average_turnover,dynamic_slippage_enabled,slippage_aum_krw,slippage_execution_days,market_impact_coefficient,market_impact_exponent,market_impact_max_rate,trading_cost_return,commission_return,agency_fee_return,fixed_slippage_return,market_impact_slippage_return,slippage_return,sell_tax_return,average_cost_rate_on_traded_weight,average_slippage_rate_on_traded_weight,max_slippage_rate,average_participation_rate,max_participation_rate,missing_adv_trade_weight,cost_model_label,average_slippage_bp_on_traded_weight,max_slippage_bp_on_traded_weight,average_participation_pct,max_participation_pct
consensus_active_mvo_te20_ra1_min1,6.640554930356096,4.958751849439356,1.6818030809167404,2.1962651631615886,0.5578044685872037,3.937338775223953,-0.3291566489774173,0.1789540918959837,0.8432480627763108,0.94740617846763,0.0471429686706463,False,10000000000.0,3,0.005,0.5,0.005,-0.0614300156427608,-0.0125023152914554,-0.0015002778349746,-0.0125023152914554,0.0,-0.0125023152914554,-0.0349251072248753,0.0014745416666666,0.0003,0.0003,0.0,0.0,0.4341081698422018,Fixed base slippage 3bp,2.9999999999999996,2.9999999999999996,0.0,0.0
consensus_active_mvo_te20_ra1_min1_dynamic_cost,6.453915678214235,4.958751849439356,1.4951638287748796,2.1514136703546733,0.5579134275464138,3.856178331853634,-0.3302985894630909,0.1791478410016822,0.7634411353810852,0.947307604251828,0.0471429686706463,True,10000000000.0,3,0.005,0.5,0.005,-0.0861642709608894,-0.0125023152914554,-0.0015002778349746,-0.0125023152914554,-0.0247342553181286,-0.037236570609584,-0.0349251072248753,0.0020319545442088,0.0008574128775422,0.0012336552851099,0.0212437060717519,0.047100335903619,0.0,ADV20 participation dynamic slippage,8.574128775422302,12.33655285109915,2.124370607175196,4.71003359036191
