name,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,excess_cumulative_return_pct_point,tracking_error_vs_index,information_ratio_vs_index,correlation_vs_index,active_mean_daily,start_date,end_date
AI전력핵심설비액티브,441,6.640554930356112,2.1962651631615926,0.5578044685872031,3.937338775223964,-0.32915664897741714,1.6545102083280794,0.179043793760807,0.8214748783768472,0.9474529941696275,0.0005836507091420168,2024-07-10,2026-05-06
iSelect AI전력핵심설비지수,441,4.986044722028033,1.7802252002839243,0.5431989268153068,3.277298817067102,-0.3679315059282331,,,,,,2024-07-10,2026-05-06
