year,strategy_return,underlying_index_return,excess_return_pct_point
2024,-0.08031691850306333,-0.11779525447108286,0.03747833596801953
2025,1.7472168384710387,1.5091209173036941,0.23809592116734457
2026,2.0240834077326952,1.7042633142923131,0.3198200934403821
