average_daily_one_way_turnover,average_rebalance_one_way_turnover,max_rebalance_one_way_turnover,annualized_one_way_turnover,average_holding_period_trading_days,average_holding_period_calendar_days,total_two_way_traded_weight,cumulative_cost_not_reflected_return,cumulative_cost_reflected_return,cumulative_cost_drag_pct_point,sample_sharpe_ann_for_psr,deflated_sharpe_ratio,dsr_expected_max_sharpe_ann,dsr_trial_count,dsr_main_scenario,average_strategy_hhi,average_strategy_effective_holdings,average_pdf_hhi,average_pdf_effective_holdings,latest_strategy_hhi,latest_strategy_effective_holdings,latest_pdf_hhi,latest_pdf_effective_holdings
0.04714296867064635,0.21705408492110087,0.3010280802457199,11.88002810500288,21.212071029855437,30.72383303927474,41.67438430485137,7.190276155471208,6.640554930356112,-0.5497212251150962,2.3638090055136844,0.9165359016171228,1.3275578011339786,15,reported_spec_rows_conservative,0.24733652287171218,4.185053403402121,0.15766311273755654,6.377073177716573,0.26051615243072446,3.838533582925982,0.14660581999999994,6.821011607861137
