strategy,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,excess_cumulative_return,tracking_error,active_tracking_error_annualized,information_ratio,correlation,active_return_mean_daily,active_return_std_daily,experiment_name,base_experiment,te_target,lookback_days,min_active_scale,benchmark_cumulative_return,excess_cumulative_return_pct_point,average_active_scale,min_active_scale_realized
consensus_multiplier_balanced_te_overlay_08_60d_floor50,441,5.654628733088691,1.9536326135014361,0.5479181448772636,3.5655556067395056,-0.33517135433504963,0.6958768836493352,0.07941205304416117,0.07941205304416117,0.8407627689467176,0.989443549028819,0.00026494721271885937,0.0050024891299028625,consensus_multiplier_balanced_te_overlay_08_60d_floor50,consensus_multiplier_balanced,0.08,60,0.5,4.958751849439356,0.6958768836493352,0.92939842926185,0.7126366091684465
consensus_multiplier_balanced_te_overlay_08_60d_floor75,441,5.651878761156127,1.9529350860245662,0.5479287665794237,3.5642134619363577,-0.33517135433504963,0.6931269117167718,0.07950161048180783,0.07950161048180783,0.8368990844578558,0.9894199960351895,0.0002640270834331351,0.005008130718190225,consensus_multiplier_balanced_te_overlay_08_60d_floor75,consensus_multiplier_balanced,0.08,60,0.75,4.958751849439356,0.6931269117167718,0.9312470380643453,0.75
consensus_multiplier_return_focus_te_overlay_10_10d_floor75,441,5.69684726516311,1.9643258380687394,0.5512230215700841,3.5635772839705124,-0.32846281749112416,0.7380954157237545,0.10970232714242137,0.10970232714242137,0.6566032172142278,0.979997220341469,0.00028583690848254595,0.006910597044378523,consensus_multiplier_return_focus_te_overlay_10_10d_floor75,consensus_multiplier_return_focus,0.1,10,0.75,4.958751849439356,0.7380954157237545,0.9055033076179032,0.75
consensus_multiplier_balanced_te_overlay_12_10d_floor25,441,5.653518064423224,1.9533509084412484,0.5481475097836842,3.5635497262627363,-0.33516490394361786,0.6947662149838685,0.0818991981136783,0.0818991981136783,0.8153390159669077,0.9887769375013798,0.00026498258570827494,0.005159164542485785,consensus_multiplier_balanced_te_overlay_12_10d_floor25,consensus_multiplier_balanced,0.12,10,0.25,4.958751849439356,0.6947662149838685,0.9767279455953097,0.5003245404926773
consensus_multiplier_balanced_te_overlay_12_10d_floor50,441,5.653518064423224,1.9533509084412484,0.5481475097836842,3.5635497262627363,-0.33516490394361786,0.6947662149838685,0.0818991981136783,0.0818991981136783,0.8153390159669077,0.9887769375013798,0.00026498258570827494,0.005159164542485785,consensus_multiplier_balanced_te_overlay_12_10d_floor50,consensus_multiplier_balanced,0.12,10,0.5,4.958751849439356,0.6947662149838685,0.9767279455953097,0.5003245404926773
consensus_multiplier_return_focus_te_overlay_08_60d_floor50,441,5.674915824409712,1.958774600672895,0.5497447294378442,3.5630620827886625,-0.3242250785240821,0.7161639749703568,0.09348018795321135,0.09348018795321135,0.7427597569588945,0.9854376313361014,0.0002755290543039644,0.005888698329423173,consensus_multiplier_return_focus_te_overlay_08_60d_floor50,consensus_multiplier_return_focus,0.08,60,0.5,4.958751849439356,0.7161639749703568,0.7230828585815714,0.5
consensus_multiplier_balanced_te_overlay_12_20d_floor25,441,5.6596323441747725,1.9549014573736585,0.5487424304933493,3.562511934089179,-0.33516490394361786,0.7008804947354168,0.08329942714697063,0.08329942714697063,0.8117127084393071,0.9884144607088009,0.00026831430008297726,0.005247370680595878,consensus_multiplier_balanced_te_overlay_12_20d_floor25,consensus_multiplier_balanced,0.12,20,0.25,4.958751849439356,0.7008804947354168,0.9820416498656129,0.6976578296640685
consensus_multiplier_balanced_te_overlay_12_20d_floor50,441,5.6596323441747725,1.9549014573736585,0.5487424304933493,3.562511934089179,-0.33516490394361786,0.7008804947354168,0.08329942714697063,0.08329942714697063,0.8117127084393071,0.9884144607088009,0.00026831430008297726,0.005247370680595878,consensus_multiplier_balanced_te_overlay_12_20d_floor50,consensus_multiplier_balanced,0.12,20,0.5,4.958751849439356,0.7008804947354168,0.9820416498656129,0.6976578296640685
consensus_multiplier_balanced_te_overlay_12_20d_floor75,441,5.656197629641007,1.954030507111967,0.5487447518327719,3.5609096954196495,-0.33516490394361786,0.6974457802016509,0.08336950231860198,0.08336950231860198,0.8074988889950926,0.9883948989037409,0.0002671459543585115,0.00525178500148199,consensus_multiplier_balanced_te_overlay_12_20d_floor75,consensus_multiplier_balanced,0.12,20,0.75,4.958751849439356,0.6974457802016509,0.9835455126448732,0.75
consensus_multiplier_balanced_te_overlay_08_10d_floor75,441,5.622516964566098,1.9454797777011006,0.5465079999815581,3.5598376927085256,-0.33864315090485053,0.6637651151267425,0.0766636977611862,0.0766636977611862,0.8245770992036642,0.9901120150744432,0.0002508536885481959,0.004829359020540902,consensus_multiplier_balanced_te_overlay_08_10d_floor75,consensus_multiplier_balanced,0.08,10,0.75,4.958751849439356,0.6637651151267425,0.9450828806444488,0.75
